CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_N3,ns_co_N2,ns_co_C4,ns_co_O2,ns_nc_O1,ns_nc_C2,ns_nc_C1,ns_nc_C3,ns_nc_N2,ns_nc_O2,ns_nc_C4,ns_nc_N3,ns_nc_N1,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C2_N3_1,ec_co_C3_N3_1,ec_co_C2_N2_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C3_N2_1,ec_co_C3_N2_2,ec_co_C2_N2_2,ec_co_N2_N3_1,ec_co_N2_N2_2,ec_co_N2_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C4_N2_1,ec_co_C3_O2_1,ec_co_N3_O2_1,ec_co_C2_O2_1,ec_co_N3_N3_1,ec_co_C4_C4_1,ec_co_C4_O2_1,ec_co_N2_O2_1,ec_co_O2_O2_1,ec_co_C4_N3_1,ec_in_N3_C2_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_N2_1,ec_in_C3_C2_1,ec_in_C3_N3_1,ec_in_N3_C3_1,ec_in_N2_C2_1,ec_in_C3_O2_1,ec_in_C4_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_N2_C3_1,ec_in_C4_C3_1,ec_in_O2_C2_1,ec_in_C2_N2_1,ec_in_C3_N2_2,ec_in_N2_O2_1,ec_in_C2_N3_1,ec_in_C2_C2_2,ec_in_C3_C2_2,ec_in_C4_O2_1,ec_in_N2_C4_1,ec_in_N2_C3_2,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_C2_1,ec_ex_C2_O1_1,ec_ex_C3_C1_1,ec_ex_N2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O2_1,ec_ex_O2_C1_1,ec_ex_C2_C4_1,ec_ex_C4_O1_1,ec_ex_C4_C1_1,ec_ex_N3_C1_1,ec_ex_C2_N3_1,ec_ex_N3_C2_1,ec_ex_C3_C2_1,ec_ex_C3_C3_1,ec_ex_C3_N1_1,ec_ex_C2_N1_1,ec_ex_N2_C3_1,ec_ex_C2_C3_1,ec_ex_C2_O2_1,ec_ex_O2_C2_1,ec_ex_C4_C2_1,ec_ex_C3_N2_2,ec_ex_N2_O1_1,ec_ex_C2_C1_2,ec_ex_C3_C4_1,ec_ex_C3_N2_1,ec_ex_N2_C1_1,ec_ex_N3_C3_1,ec_ex_C3_N1_2,ec_ex_C3_N3_1,ec_ex_O2_C3_1,ec_ex_C2_O1_2,ec_ex_C4_O2_1,ec_ex_N2_C4_1,ec_ex_C2_C1_3,ec_ex_C2_N2_1,ec_ex_O2_C4_1,ec_ex_N2_C3_2,ec_ex_C2_C2_2,ec_ex_C2_N1_3,ec_ex_C4_N1_1,ec_ex_C4_C3_1,nsH
377,38,35,2,0,127.895,0,25,10,0,2,1,0,0,11,0,0,0,1,0,9,17,1,6,0,2,1,0,1,0,0,1,0,0,0,3,1,4,2,3,0,2,4,6,6,2,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
378,26,26,0,0,126.154,0,18,6,2,0,0,0,0,3,0,0,0,0,0,5,14,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,1,1,3,0,0,1,0,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
379,38,6,11,3,128.421,0,5,1,0,12,9,11,0,3,0,0,0,5,0,1,5,0,0,0,0,5,7,5,9,2,0,0,2,2,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
381,17,10,3,1,129.412,0,4,6,0,4,3,0,0,4,0,0,0,1,0,6,2,0,1,0,1,1,2,2,0,0,1,0,0,1,2,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
383,22,18,2,0,126.364,0,12,6,0,2,2,0,0,5,0,0,0,0,0,4,8,2,3,0,1,0,2,2,0,0,0,0,0,0,0,0,2,1,2,3,0,2,3,1,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
384,19,12,3,1,125.263,0,7,5,0,4,2,1,0,5,0,0,0,0,0,4,4,1,3,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
385,24,20,2,0,126.667,0,13,7,0,3,1,0,0,7,0,0,0,1,1,6,10,1,2,0,1,1,1,1,0,0,0,0,0,1,1,1,5,3,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
387,25,17,2,0,134.4,0,7,10,0,7,0,1,0,4,0,0,0,2,0,10,4,0,0,0,3,6,0,1,1,0,0,0,0,0,5,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
388,33,28,3,1,126.061,0,21,7,0,3,2,0,0,9,0,0,0,1,0,7,19,0,1,0,1,3,1,0,0,1,0,0,0,0,1,1,9,4,0,0,2,4,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
393,32,19,5,1,127.5,0,8,11,0,6,6,1,0,7,0,0,0,1,0,9,4,2,4,0,0,2,5,4,1,0,1,0,0,0,4,1,3,0,2,2,1,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
394,53,27,10,3,126.415,0,18,9,0,10,11,5,0,3,0,0,0,3,0,8,16,1,2,0,0,4,8,6,4,1,2,0,1,0,2,0,9,2,2,1,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
397,16,14,1,0,126.25,0,8,6,0,2,0,0,0,6,0,0,0,1,0,6,6,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,4,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
398,19,18,1,0,126.316,0,13,5,0,1,0,0,0,7,0,0,0,1,0,5,10,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,4,4,0,0,1,1,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
399,15,15,0,0,122.667,0,11,4,0,0,0,0,0,7,0,0,0,0,0,4,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
408,36,33,2,0,127.222,0,25,8,0,2,1,0,0,9,0,0,0,1,0,7,20,1,2,0,3,1,0,1,0,0,1,0,0,0,1,0,8,3,0,3,3,5,6,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
409,21,20,1,0,123.81,0,13,7,0,1,0,0,0,3,0,0,0,0,0,6,10,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,4,0,2,1,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
412,25,10,7,2,125.6,0,6,4,0,4,9,2,0,5,0,0,0,1,0,4,5,0,1,0,0,1,7,3,1,1,1,0,1,0,1,1,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
413,21,15,5,1,120.952,0,10,5,0,2,3,1,0,7,0,1,0,0,0,5,10,0,0,0,0,0,3,2,0,0,0,0,1,0,2,2,6,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
414,26,24,1,0,124.615,0,16,8,0,2,0,0,0,10,0,0,0,1,0,7,13,1,3,0,0,1,0,1,0,0,0,0,0,0,2,1,5,4,0,2,2,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
420,25,21,2,0,124.8,0,13,8,0,2,2,0,0,9,0,0,0,0,0,7,12,1,1,0,0,0,0,2,0,0,2,0,0,0,2,1,5,3,1,2,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
423,16,10,3,1,127.5,0,5,5,0,4,1,1,0,4,0,0,0,1,0,5,3,0,1,0,1,1,0,3,1,1,0,0,0,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
426,17,16,1,0,127.059,0,11,5,0,1,0,0,0,4,0,0,0,1,0,4,9,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,0,0,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
427,38,31,2,0,125.789,0,17,13,1,6,0,1,0,8,0,0,0,2,0,13,13,0,3,1,1,3,0,3,1,0,0,0,0,0,3,2,14,1,0,0,0,4,1,5,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
430,15,13,2,0,122.667,0,8,5,0,1,1,0,0,6,0,0,0,1,0,4,7,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,3,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
431,14,13,1,0,122.857,0,10,3,0,1,0,0,0,6,0,0,0,1,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
432,20,17,2,0,128,0,11,6,0,2,1,0,0,7,0,0,0,1,0,6,8,0,2,0,1,1,0,1,0,0,1,0,0,0,2,1,2,3,0,0,0,2,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
434,16,10,5,1,127.5,0,6,4,0,2,4,0,0,4,0,0,0,1,0,4,4,0,1,0,1,1,3,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
436,20,18,1,0,125,0,12,6,0,2,0,0,0,5,0,0,0,0,0,4,9,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,4,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
438,21,10,5,2,129.524,0,6,4,0,5,3,3,0,4,0,0,0,2,0,4,4,0,1,0,1,2,1,3,3,1,1,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
439,17,10,3,1,127.059,0,5,5,0,4,2,1,0,4,0,0,0,1,0,5,3,0,1,0,1,1,1,3,1,1,0,0,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
440,21,10,5,2,129.524,0,6,4,0,5,3,3,0,4,0,0,0,2,0,4,4,0,1,0,1,2,1,3,3,1,1,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
442,20,19,1,0,126,0,14,5,0,1,0,0,0,7,0,0,0,1,0,5,11,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,4,4,0,0,1,1,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
446,20,20,0,0,126,0,14,6,0,0,0,0,0,7,0,0,0,0,0,6,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,2,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
447,14,14,0,0,121.429,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
448,16,13,3,1,122.5,0,8,5,0,1,2,0,0,6,0,0,0,1,0,4,7,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,2,3,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
449,17,10,4,1,124.706,0,6,4,0,3,3,1,0,5,0,0,0,1,0,4,6,0,0,0,0,1,2,2,1,0,1,0,0,0,0,1,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
450,16,13,3,1,122.5,0,8,5,0,1,2,0,0,6,0,0,0,0,0,4,7,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,2,3,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
452,57,36,2,0,129.474,0,14,21,1,17,4,0,0,2,0,0,0,4,0,20,12,1,0,1,2,8,1,9,0,0,3,0,0,0,10,0,15,0,1,2,0,2,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
454,18,13,3,1,124.444,0,7,6,0,2,3,0,0,6,0,0,0,0,0,5,6,1,1,0,0,0,2,2,0,0,1,0,0,0,1,1,3,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
456,16,13,3,1,122.5,0,8,5,0,1,2,0,0,6,0,0,0,1,0,4,7,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,2,3,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
457,18,13,3,1,124.444,0,7,6,0,2,3,0,0,6,0,0,0,1,0,5,6,1,1,0,0,0,2,2,0,0,1,0,0,0,1,1,3,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
458,18,13,3,1,124.444,0,7,6,0,2,3,0,0,6,0,0,0,1,0,5,6,1,1,0,0,0,2,2,0,0,1,0,0,0,1,1,3,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
460,18,17,1,0,126.667,0,12,5,0,1,0,0,0,7,0,0,0,1,0,5,9,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,1,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
461,18,17,1,0,126.667,0,12,5,0,1,0,0,0,4,0,0,0,1,0,5,9,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
462,45,31,6,1,126.667,0,19,12,0,7,4,3,0,11,0,0,0,1,0,11,13,1,5,0,1,1,2,6,2,0,2,0,1,0,3,2,7,2,2,1,2,4,2,5,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
463,26,26,0,0,125.385,0,18,6,2,0,0,0,0,3,0,0,0,0,0,5,15,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
